web_scraper_order,web_scraper_start_url,type_shoes,price,address,image_link
"1765228717-12","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905369_uploaded_image1_1567527617.39.png"
"1765228717-13","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905367_uploaded_image1_1567527588.75.png"
"1765228717-14","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905365_uploaded_image1_1567527559.02.png"
"1765228717-15","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905363_uploaded_image1_1567527530.77.png"
"1765228717-16","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905360_uploaded_image1_1567527475.22.png"
"1765228717-17","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_905353_uploaded_image1_1567527349.0.png"
"1765228717-18","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Sneakers","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_902727_uploaded_image1_1567471565.75.png"
"1765228717-19","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's Shoes","12,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_902724_uploaded_image1_1567471369.88.png"
"1765228717-20","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","10,000 CFA","Senegal","https://images.coinafrique.com/thumb_894314_uploaded_image1_1567188587.1.png"
"1765228717-21","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's flip-flops","8,000 CFA","Senegal","https://images.coinafrique.com/thumb_894267_uploaded_image1_1567187400.66.png"
"1765228717-22","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Sneakers","15,000 CFA","Senegal","https://images.coinafrique.com/thumb_894226_uploaded_image1_1567186853.35.png"
"1765228717-23","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","8,000 CFA","Senegal","https://images.coinafrique.com/thumb_894185_uploaded_image1_1567186147.73.png"
"1765228717-24","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_892623_uploaded_image1_1567161532.45.png"
"1765228717-25","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_892617_uploaded_image1_1567161496.62.png"
"1765228717-26","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_892611_uploaded_image1_1567161455.24.png"
"1765228717-27","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_892593_uploaded_image1_1567161453.51.png"
"1765228717-28","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","13,000 CFA","Senegal","https://images.coinafrique.com/thumb_884530_uploaded_image1_1566983419.29.png"
"1765228717-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","7,500 CFA","Cambérène, Dakar, Senegal","https://images.coinafrique.com/thumb_878809_uploaded_image1_1566841399.24.png"
"1765228717-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","7,500 CFA","Senegal","https://images.coinafrique.com/thumb_878800_uploaded_image1_1566841283.51.png"
"1765228717-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Heel set","15,000 CFA","Cambérène, Dakar, Senegal","https://images.coinafrique.com/thumb_861833_uploaded_image1_1566391948.31.png"
"1765228717-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","6,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_854221_uploaded_image1_1566227990.03.png"
"1765228717-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","8,500 CFA","Cambérène, Dakar, Senegal","https://images.coinafrique.com/thumb_848875_uploaded_image1_1566050610.48.png"
"1765228717-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's Moccasins","Price on request","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_838292_uploaded_image1_1565733704.96.png"
"1765228717-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's Shoes","8,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_838285_uploaded_image1_1565733521.41.png"
"1765228717-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","8,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_825843_uploaded_image1_1565308869.98.png"
"1765228717-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","8,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_824543_uploaded_image1_1565279780.97.png"
"1765228717-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813318_uploaded_image1_1565013222.75.png"
"1765228717-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813303_uploaded_image1_1565013123.95.png"
"1765228717-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813299_uploaded_image1_1565012935.88.png"
"1765228717-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813287_uploaded_image1_1565012771.79.png"
"1765228717-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813282_uploaded_image1_1565012680.37.png"
"1765228717-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813272_uploaded_image1_1565012560.04.png"
"1765228717-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813239_uploaded_image1_1565012155.7.png"
"1765228717-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813230_uploaded_image1_1565011989.51.png"
"1765228717-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813228_uploaded_image1_1565011936.11.png"
"1765228717-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813226_uploaded_image1_1565011851.3.png"
"1765228717-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813222_uploaded_image1_1565011799.02.png"
"1765228717-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813213_uploaded_image1_1565011607.36.png"
"1765228717-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813210_uploaded_image1_1565011527.31.png"
"1765228717-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813206_uploaded_image1_1565011464.28.png"
"1765228717-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813203_uploaded_image1_1565011424.68.png"
"1765228717-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_813196_uploaded_image1_1565011238.23.png"
"1765228717-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_811210_uploaded_image1_1564948595.79.png"
"1765228717-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Shaved heels","Price on request","Senegal","https://images.coinafrique.com/thumb_801336_uploaded_image1_1564654599.57.png"
"1765228717-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","girls' high heels","Price on request","Senegal","https://images.coinafrique.com/thumb_801329_uploaded_image1_1564654543.94.png"
"1765228717-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Little girl's heels","Price on request","Senegal","https://images.coinafrique.com/thumb_801320_uploaded_image1_1564654471.2.png"
"1765228717-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Biscuit factory, Dakar, Senegal","https://images.coinafrique.com/thumb_799556_uploaded_image1_1564591363.49.png"
"1765228717-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Petit-Mbao, Dakar, Senegal","https://images.coinafrique.com/thumb_799181_uploaded_image1_1564584908.27.png"
"1765228717-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's moccasin shoes","Price on request","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_797188_uploaded_image1_1564528106.05.png"
"1765228717-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_796883_uploaded_image1_1564515565.66.png"
"1765228717-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_796881_uploaded_image1_1564515527.51.png"
"1765228717-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_796879_uploaded_image1_1564515493.31.png"
"1765228717-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","4,000 CFA","Senegal","https://images.coinafrique.com/thumb_792468_uploaded_image1_1564410485.85.png"
"1765228717-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_792099_uploaded_image1_1564403460.51.png"
"1765228717-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_792044_uploaded_image1_1564402826.19.png"
"1765228717-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_792041_uploaded_image1_1564402795.9.png"
"1765228717-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_792038_uploaded_image1_1564402766.76.png"
"1765228717-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's flip-flops","Price on request","Senegal","https://images.coinafrique.com/thumb_781661_uploaded_image1_1564075024.17.png"
"1765228717-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Guédiawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png"
"1765228717-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Children's shoes","Price on request","Guédiawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_750016_uploaded_image1_1563279645.35.png"
"1765228868-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2061930_uploaded_image1_1588694471.jpg"
"1765228868-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2061928_uploaded_image1_1588694441.jpg"
"1765228868-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2061925_uploaded_image1_1588694405.jpg"
"1765228868-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2061921_uploaded_image1_1588694361.jpg"
"1765228868-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","15,000 CFA","Fann, Dakar, Senegal","https://images.coinafrique.com/thumb_2059409_uploaded_image1_1588669821.jpg"
"1765228868-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baby booties","1,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1910111_uploaded_image1_1586296633.75.png"
"1765228868-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1908886_uploaded_image1_1586280238.42.png"
"1765228868-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","12,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1907189_uploaded_image1_1586261390.67.png"
"1765228868-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baby shoes","5,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1906443_uploaded_image1_1586253297.45.png"
"1765228868-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Shoes / Baby Girl","5,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1906434_uploaded_image1_1586253219.55.png"
"1765228868-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baby boy shoes","5,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1906399_uploaded_image1_1586252881.19.png"
"1765228868-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Cat & Jack children's shoes","7,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_1873847_uploaded_image1_1585663572.73.png"
"1765228868-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baby shoes","2,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1860238_uploaded_image1_1585403818.62.png"
"1765228868-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1828175_uploaded_image1_1584792865.72.png"
"1765228868-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1828156_uploaded_image1_1584792551.44.png"
"1765228868-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1739397_uploaded_image1_1583259534.94.png"
"1765228868-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1711436_uploaded_image1_1582778564.65.png"
"1765228868-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Girls' tap shoes","10,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_1679922_uploaded_image1_1582210105.85.png"
"1765228868-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1612546_uploaded_image1_1581098603.48.png"
"1765228868-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1612540_uploaded_image1_1581098569.88.png"
"1765228868-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1612534_uploaded_image1_1581098501.44.png"
"1765228868-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1612532_uploaded_image1_1581098455.63.png"
"1765228868-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","8,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1607931_uploaded_image1_1581037601.04.png"
"1765228868-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's Shoes","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1581553_uploaded_image1_1580655629.12.png"
"1765228868-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","5,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1581551_uploaded_image1_1580655582.93.png"
"1765228868-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","5,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1581547_uploaded_image1_1580655536.54.png"
"1765228868-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","5,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1581543_uploaded_image1_1580655480.41.png"
"1765228868-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","5,000 CFA","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1581540_uploaded_image1_1580655426.76.png"
"1765228868-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Jordan 6 sneakers","40,000 CFA","Thies Nord, Thiès, Senegal","https://images.coinafrique.com/thumb_1566247_uploaded_image1_1580391008.81.png"
"1765228868-101","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Jordan sneakers","40,000 CFA","Thies Nord, Thiès, Senegal","https://images.coinafrique.com/thumb_1566225_uploaded_image2_1580390769.12.png"
"1765228868-102","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's sandals","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_1565794_uploaded_image1_1580386215.45.png"
"1765228868-103","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Sicap-Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_1413364_uploaded_image1_1577802616.96.png"
"1765228868-104","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1409266_uploaded_image1_1577711646.42.png"
"1765228868-105","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","7,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1388690_uploaded_image1_1577283660.0.png"
"1765228868-106","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Non-slip shoes","4,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1381082_uploaded_image1_1577115739.61.png"
"1765228868-107","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Girls' shoes","12,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_1369049_uploaded_image1_1576856907.85.png"
"1765228868-108","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's gift sets","6,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_1357961_uploaded_image1_1576667812.04.png"
"1765228868-109","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Girls' flip-flops","9,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1352820_uploaded_image1_1576580373.29.png"
"1765228868-110","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Shoes","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1273021_uploaded_image2_1575074492.39.png"
"1765228868-111","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Classy shoes","7,500 CFA","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_1271193_uploaded_image1_1575044622.08.png"
"1765228868-112","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","3,500 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_1270845_uploaded_image1_1575041164.15.png"
"1765228868-113","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Baby shoes","Price on request","Hann Bel-Air, Dakar, Senegal","https://images.coinafrique.com/thumb_1261223_uploaded_image1_1574870941.9.png"
"1765228868-114","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1257492_uploaded_image1_1574803246.81.png"
"1765228868-115","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's flip-flops","Price on request","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1243853_uploaded_image1_1574535955.25.png"
"1765228868-116","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_1215779_uploaded_image1_1574081577.15.png"
"1765228868-117","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","7,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_1183496_uploaded_image1_1573475198.52.png"
"1765228868-118","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","3,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1131220_uploaded_image1_1572433036.53.png"
"1765228868-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_1107988_uploaded_image1_1571960612.66.png"
"1765228868-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's Shoes","5,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1088264_uploaded_image1_1571609033.03.png"
"1765228868-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's Shoes","8,000 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_1061846_uploaded_image1_1571051734.07.png"
"1765228868-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's Moccasins","5,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_1056625_uploaded_image1_1570898469.33.png"
"1765228868-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","12,500 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_1048681_uploaded_image1_1570725349.01.png"
"1765228868-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's moccasins","4,000 CFA","Mermoz-Sacré-Cœur, Dakar, Senegal","https://images.coinafrique.com/thumb_1025460_uploaded_image1_1570221546.08.png"
"1765228868-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","3,000 CFA","Keur Massar, Senegal","https://images.coinafrique.com/thumb_997837_uploaded_image1_1569622630.58.png"
"1765228868-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","4,000 CFA","Keur Massar, Senegal","https://images.coinafrique.com/thumb_997786_uploaded_image1_1569621938.2.png"
"1765228868-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Shoes","7,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_991150_uploaded_image1_1569498881.69.png"
"1765228868-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Boys' Shoes","3,000 CFA","M'bour, Senegal","https://images.coinafrique.com/thumb_989602_uploaded_image1_1569455878.5.png"
"1765228868-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Girls' shoes","3,000 CFA","M'bour, Senegal","https://images.coinafrique.com/thumb_989597_uploaded_image1_1569455797.26.png"
"1765228868-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Little girl's shoes","3,000 CFA","M'bour, Senegal","https://images.coinafrique.com/thumb_989571_uploaded_image1_1569455169.87.png"
"1765228868-131","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Little boy's shoes","2,500 CFA","M'bour, Senegal","https://images.coinafrique.com/thumb_989555_uploaded_image1_1569454732.88.png"
"1765228868-132","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Original shoes","7,000 CFA","Patte d'Oie, Dakar, Senegal","https://images.coinafrique.com/thumb_971817_uploaded_image1_1569079950.62.png"
"1765228868-133","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","7,000 CFA","Les Parcelles Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_971814_uploaded_image1_1569079860.47.png"
"1765228868-134","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Quality shoes","20,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_963710_uploaded_image1_1568898631.18.png"
"1765228868-135","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Children's shoes","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_961311_uploaded_image1_1568849341.17.png"
